dataset,series,attack,seed,attack_seeds,nc,bit_accuracy,ber,votes_total,empty_bins,votes_min,votes_median,votes_mean,votes_max
Building,main,crop_half_x,0,[],0.9880556503830986,0.9853515625,0.0146484375,40926,0,15,37.0,39.966796875,233
Building,main,translation_10,0,[],0.9952279769488644,0.994140625,0.005859375,41085,0,15,35.0,40.1220703125,864
Building,main,scale_0p5,0,[],0.9976162063830436,0.9970703125,0.0029296875,37927,0,15,34.0,37.0380859375,207
Building,main,rotation_45,0,[],0.9936419552606822,0.9921875,0.0078125,42707,0,15,39.0,41.7060546875,275
Building,main,rotation_90,0,[],0.9864479554980152,0.9833984375,0.0166015625,41105,0,15,37.0,40.1416015625,220
Building,main,rotation_135,0,[],0.9928631194931944,0.9912109375,0.0087890625,42707,0,16,38.5,41.7060546875,285
Building,main,rotation_180,0,[],0.9968216095175164,0.99609375,0.00390625,38365,0,15,34.0,37.4658203125,292
Building,main,rotation_225,0,[],0.992842923098914,0.9912109375,0.0087890625,42631,0,15,39.0,41.6318359375,223
Building,main,rotation_270,0,[],0.9848683740915404,0.9814453125,0.0185546875,41105,0,15,37.0,40.1416015625,214
Building,main,rotation_315,0,[],0.9920521281322652,0.990234375,0.009765625,42782,0,16,39.0,41.779296875,238
Building,main,reverse_vertices,0,[],0.9872661531332736,0.984375,0.015625,41105,0,15,37.0,40.1416015625,239
Building,main,reverse_objects,0,[],0.9888585178963916,0.986328125,0.013671875,41105,0,15,37.0,40.1416015625,234
Building,main,compound,1,"[1, 2025, 233337, 2024]",0.9206349206349206,0.90234375,0.09765625,25354,0,9,23.0,24.759765625,478
Building,main,addition_alpha0_pct10,233337,[233337],0.9888585178963916,0.986328125,0.013671875,44809,0,16,40.0,43.7587890625,238
Building,main,addition_alpha0_pct30,233337,[233337],0.990462301003848,0.98828125,0.01171875,52321,0,16,47.0,51.0947265625,275
Building,main,addition_alpha0_pct50,233337,[233337],0.992043247422628,0.990234375,0.009765625,59776,0,20,54.0,58.375,315
Building,main,addition_alpha0.5_pct10,233337,[233337],0.9864479554980152,0.9833984375,0.0166015625,44809,0,20,41.0,43.7587890625,238
Building,main,addition_alpha0.5_pct30,233337,[233337],0.9816401120120496,0.9775390625,0.0224609375,52321,0,23,49.0,51.0947265625,253
Building,main,addition_alpha0.5_pct50,233337,[233337],0.9574992161876016,0.9482421875,0.0517578125,59776,0,34,56.0,58.375,254
Building,main,addition_alpha1_pct10,233337,[233337],0.9872521301150828,0.984375,0.015625,44809,0,19,41.0,43.7587890625,237
Building,main,addition_alpha1_pct30,233337,[233337],0.976031233499216,0.970703125,0.029296875,52321,0,25,49.0,51.0947265625,241
Building,main,addition_alpha1_pct50,233337,[233337],0.954656656825879,0.9443359375,0.0556640625,59776,0,33,56.0,58.375,250
Building,main,noise_strength0.6_pct10,2024,[2024],0.9856572155268516,0.982421875,0.017578125,41581,0,13,38.0,40.6064453125,197
Building,main,noise_strength0.6_pct30,2024,[2024],0.969631028689385,0.962890625,0.037109375,42317,0,19,40.0,41.3251953125,138
Building,main,noise_strength0.6_pct50,2024,[2024],0.8818202069831158,0.8564453125,0.1435546875,42872,0,20,41.0,41.8671875,94
Building,main,noise_strength1_pct10,2024,[2024],0.9872661531332736,0.984375,0.015625,41581,0,17,38.0,40.6064453125,199
Building,main,noise_strength1_pct30,2024,[2024],0.9687450123508786,0.9619140625,0.0380859375,42317,0,19,40.0,41.3251953125,142
Building,main,noise_strength1_pct50,2024,[2024],0.8783100656536798,0.853515625,0.146484375,42872,0,23,42.0,41.8671875,108
Building,main,noise_strength1.4_pct10,2024,[2024],0.9864620122373194,0.9833984375,0.0166015625,41581,0,17,38.0,40.6064453125,197
Building,main,noise_strength1.4_pct30,2024,[2024],0.9713029842327712,0.96484375,0.03515625,42317,0,19,40.0,41.3251953125,137
Building,main,noise_strength1.4_pct50,2024,[2024],0.8883674256447514,0.86328125,0.13671875,42872,0,23,41.0,41.8671875,103
Building,main,vertex_delete_10pct,1,[1],0.9816401120120496,0.9775390625,0.0224609375,38021,0,11,34.0,37.1298828125,234
Building,main,vertex_delete_20pct,1,[1],0.9792313359041316,0.974609375,0.025390625,35022,0,11,31.0,34.201171875,233
Building,main,vertex_delete_40pct,1,[1],0.9584306702721808,0.94921875,0.05078125,29124,0,10,25.0,28.44140625,232
Building,main,object_delete_10pct,2025,[2025],0.9880556503830986,0.9853515625,0.0146484375,37267,0,12,33.0,36.3935546875,215
Building,main,object_delete_50pct,2025,[2025],0.9888724738754308,0.986328125,0.013671875,20527,0,5,19.0,20.0458984375,116
Building,main,object_delete_70pct,2025,[2025],0.9808724717621582,0.9765625,0.0234375,12216,0,1,11.0,11.9296875,77
Building,main,scale_0.1,0,[],1.0,1.0,0.0,37083,0,15,34.0,36.2138671875,207
Building,main,scale_0.9,0,[],0.9992060340153568,0.9990234375,0.0009765625,41973,0,15,35.0,40.9892578125,1274
Building,main,scale_1.3,0,[],0.9976212494588168,0.9970703125,0.0029296875,41915,0,15,34.0,40.9326171875,1347
Building,main,scale_1.7,0,[],0.9952279769488644,0.994140625,0.005859375,40908,0,15,34.0,39.94921875,976
Building,main,scale_2.1,0,[],0.9960238411119946,0.9951171875,0.0048828125,40752,0,15,34.0,39.796875,950
Building,main,translation_20,0,[],0.9960251119550004,0.9951171875,0.0048828125,39682,0,15,34.5,38.751953125,412
Building,main,translation_30,0,[],0.9960251119550004,0.9951171875,0.0048828125,39682,0,15,34.0,38.751953125,457
Building,main,translation_40,0,[],0.9952279769488644,0.994140625,0.005859375,39145,0,15,35.0,38.2275390625,255
Building,main,translation_50,0,[],0.9952279769488644,0.994140625,0.005859375,39135,0,15,35.0,38.2177734375,231
Building,main,translation_60,0,[],0.9944302029662154,0.9931640625,0.0068359375,39135,0,15,34.0,38.2177734375,270
Building,repeat,vertex_delete_30pct,1,[1],0.9752179657776224,0.9697265625,0.0302734375,32029,0,10,28.0,31.2783203125,232
Building,repeat,vertex_delete_50pct,1,[1],0.9298352049387612,0.9140625,0.0859375,26382,0,7,23.0,25.763671875,228
Building,repeat,object_delete_30pct,1,[1],0.9888585178963916,0.986328125,0.013671875,28693,0,5,26.0,28.0205078125,171
Building,repeat,object_delete_90pct,1,[1],0.9525177788959004,0.9423828125,0.0576171875,4217,26,0,4.0,4.1181640625,32
Building,repeat,vertex_add_50pct,1,[1],0.9523064499218378,0.94140625,0.05859375,59623,0,29,56.0,58.2255859375,254
Building,repeat,noise_50pct_1p4tau,1,[1],0.8910128797041537,0.8662109375,0.1337890625,42888,0,22,41.0,41.8828125,88
Building,repeat,compound,1,"[1, 10001, 20001, 30001]",0.9118392911347608,0.890625,0.109375,24714,0,5,22.0,24.134765625,465
Building,repeat,vertex_delete_30pct,2,[2],0.976031233499216,0.970703125,0.029296875,32018,0,10,28.0,31.267578125,232
Building,repeat,vertex_delete_50pct,2,[2],0.9305811619018493,0.9150390625,0.0849609375,26403,0,7,22.0,25.7841796875,226
Building,repeat,object_delete_30pct,2,[2],0.9872521301150828,0.984375,0.015625,28630,0,10,26.0,27.958984375,169
Building,repeat,object_delete_90pct,2,[2],0.9356860325390904,0.921875,0.078125,4289,35,0,4.0,4.1884765625,24
Building,repeat,vertex_add_50pct,2,[2],0.9598431590246091,0.951171875,0.048828125,59592,0,32,56.0,58.1953125,254
Building,repeat,noise_50pct_1p4tau,2,[2],0.8739917826978953,0.8486328125,0.1513671875,42869,0,21,41.0,41.8642578125,93
Building,repeat,compound,2,"[2, 10002, 20002, 30002]",0.9084352703419326,0.888671875,0.111328125,24644,0,9,22.0,24.06640625,466
Building,repeat,vertex_delete_30pct,3,[3],0.9744607880193704,0.96875,0.03125,32111,0,7,28.0,31.3583984375,229
